                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 1.2839,                 1.0798,                 2.1751,                0.83922,                0.79161,                0.86662,                0.57113,                 1.5672,                 1.2915,                 2.4929,              0.0008911,              0.0008911,              0.0008911
                     14,                 1.3131,                 1.1124,                 2.2274,                0.87259,                0.75987,                0.85816,                0.57516,                 1.3874,                 1.3353,                 2.3134,              0.0008812,              0.0008812,              0.0008812
                     15,                 1.2603,                   1.06,                 2.1465,                0.91402,                0.90205,                0.93219,                0.67328,                 1.3201,                 1.1438,                 2.2206,              0.0008713,              0.0008713,              0.0008713
                     16,                 1.2085,                  1.037,                 2.0818,                0.89728,                0.82464,                0.90973,                0.63887,                 1.3968,                 1.3706,                  2.274,              0.0008614,              0.0008614,              0.0008614
                     17,                 1.1876,                 1.0088,                 2.0476,                0.83956,                0.81517,                  0.854,                0.57749,                 1.4391,                 1.2904,                 2.3472,              0.0008515,              0.0008515,              0.0008515
                     18,                 1.2282,                0.99321,                 2.0673,                0.94516,                0.92564,                0.94227,                0.70094,                 1.2224,                  1.007,                 2.0679,              0.0008416,              0.0008416,              0.0008416
                     19,                 1.1778,                0.94162,                 2.0228,                0.94228,                0.88152,                0.93038,                0.66488,                 1.2651,                 1.0368,                 2.1364,              0.0008317,              0.0008317,              0.0008317
                     20,                 1.1448,                0.94976,                 1.9913,                0.94994,                0.89926,                0.94169,                0.70688,                 1.2028,                0.97176,                 2.0334,              0.0008218,              0.0008218,              0.0008218
                     21,                 1.1341,                 0.9355,                 1.9689,                0.89749,                0.85757,                0.90738,                0.59572,                 1.5304,                 1.3052,                 2.4005,              0.0008119,              0.0008119,              0.0008119
                     22,                 1.0929,                 0.8942,                  1.927,                 0.9539,                0.91525,                0.94717,                0.71641,                  1.134,                0.88077,                  1.948,               0.000802,               0.000802,               0.000802
                     23,                 1.1038,                0.85841,                 1.9315,                0.95009,                0.93839,                0.95104,                0.75051,                 1.1036,                0.87712,                 1.9081,              0.0007921,              0.0007921,              0.0007921
                     24,                 1.0935,                 0.8366,                 1.9131,                0.95673,                0.93523,                0.94679,                0.70526,                 1.1881,                0.86657,                 2.0403,              0.0007822,              0.0007822,              0.0007822
                     25,                 1.1223,                0.81724,                 1.9441,                0.96104,                0.94313,                0.94589,                0.72321,                 1.0808,                0.82246,                 1.9259,              0.0007723,              0.0007723,              0.0007723
                     26,                 1.0494,                0.80276,                 1.8803,                0.91358,                0.90047,                0.93405,                0.68259,                  1.188,                 1.1191,                 2.0639,              0.0007624,              0.0007624,              0.0007624
                     27,                 0.9708,                0.76955,                 1.8033,                0.94174,                0.94629,                0.94777,                0.76182,                 0.9848,                 0.7712,                 1.7978,              0.0007525,              0.0007525,              0.0007525
                     28,                0.93284,                 0.7274,                 1.7619,                 0.9607,                0.93997,                0.95689,                0.76945,                 1.0507,                0.76704,                 1.8493,              0.0007426,              0.0007426,              0.0007426
                     29,                0.95204,                0.72239,                 1.7788,                0.96755,                0.94202,                0.95996,                0.77621,                0.95217,                0.71586,                  1.781,              0.0007327,              0.0007327,              0.0007327
                     30,                0.91865,                 0.7062,                 1.7251,                0.95429,                0.93997,                0.95209,                0.79111,                0.97182,                0.74298,                 1.7659,              0.0007228,              0.0007228,              0.0007228
                     31,                0.93131,                 0.6825,                 1.7401,                0.96294,                0.94417,                0.94826,                0.67938,                 1.2994,                0.75865,                 2.3188,              0.0007129,              0.0007129,              0.0007129
                     32,                0.95269,                0.69882,                 1.7461,                0.89179,                0.85624,                0.89632,                0.61046,                 1.3676,                 1.1909,                 2.4549,               0.000703,               0.000703,               0.000703
                     33,                0.97065,                 0.7263,                 1.7675,                0.96125,                0.94053,                0.95699,                0.75483,                 1.0799,                0.73853,                 1.8318,              0.0006931,              0.0006931,              0.0006931
                     34,                0.93625,                0.68941,                 1.7311,                0.93931,                0.93365,                0.95605,                0.74724,                 1.0426,                0.74111,                 1.8117,              0.0006832,              0.0006832,              0.0006832
                     35,                0.99125,                0.64468,                 1.7917,                0.96612,                0.95103,                0.96283,                0.72163,                 1.1622,                0.70166,                 1.9173,              0.0006733,              0.0006733,              0.0006733
                     36,                0.99487,                0.66196,                 1.7994,                0.95681,                 0.9449,                0.95435,                0.78581,                0.93784,                 0.7104,                  1.715,              0.0006634,              0.0006634,              0.0006634
                     37,                0.93809,                0.65584,                 1.7387,                0.94916,                0.93681,                0.95874,                 0.7283,                 1.1112,                0.69689,                 2.0371,              0.0006535,              0.0006535,              0.0006535
                     38,                 0.9625,                0.67275,                 1.7953,                0.95009,                0.93218,                0.95072,                0.76964,                0.98104,                0.69685,                 1.8036,              0.0006436,              0.0006436,              0.0006436
                     39,                0.91218,                0.63328,                 1.7122,                0.95203,                0.94471,                0.95849,                0.79357,                0.95242,                0.66587,                 1.7271,              0.0006337,              0.0006337,              0.0006337
                     40,                 0.8699,                0.62816,                 1.6692,                0.96187,                0.95634,                 0.9592,                0.80221,                 0.8952,                0.60199,                 1.6938,              0.0006238,              0.0006238,              0.0006238
                     41,                0.86282,                0.59044,                 1.6451,                0.95384,                0.94787,                0.95483,                0.78442,                0.94526,                0.60739,                 1.7415,              0.0006139,              0.0006139,              0.0006139
                     42,                0.88102,                0.59917,                 1.6701,                0.96035,                0.95649,                0.95338,                0.79918,                0.89019,                0.60544,                  1.677,               0.000604,               0.000604,               0.000604
                     43,                0.83779,                0.58614,                 1.6174,                0.96498,                0.95765,                0.95946,                0.81496,                 0.8086,                0.56486,                 1.5877,              0.0005941,              0.0005941,              0.0005941
                     44,                0.81525,                0.56304,                  1.587,                0.97423,                0.95565,                0.96183,                0.79266,                0.91663,                0.64269,                 1.7188,              0.0005842,              0.0005842,              0.0005842
                     45,                0.79433,                0.53803,                 1.5682,                0.96629,                 0.9511,                0.96428,                0.83472,                0.83301,                0.56907,                 1.6079,              0.0005743,              0.0005743,              0.0005743
                     46,                0.85354,                0.55848,                 1.6227,                0.96605,                0.94945,                0.96179,                 0.7543,                 1.0541,                  0.598,                 1.8893,              0.0005644,              0.0005644,              0.0005644
                     47,                0.94165,                0.59013,                  1.736,                0.97049,                0.95893,                0.96551,                0.80259,                0.86126,                 0.5759,                 1.6567,              0.0005545,              0.0005545,              0.0005545
                     48,                0.85862,                0.56519,                 1.6444,                0.96136,                0.95419,                0.95974,                0.75869,                0.97822,                0.57547,                 1.8495,              0.0005446,              0.0005446,              0.0005446
                     49,                0.88545,                0.56641,                 1.6565,                0.96168,                0.95735,                0.95876,                0.76761,                 0.9874,                0.61583,                 1.7545,              0.0005347,              0.0005347,              0.0005347
                     50,                0.84556,                 0.5575,                 1.6292,                0.96057,                0.95261,                0.96635,                0.79853,                0.91139,                0.57383,                 1.7398,              0.0005248,              0.0005248,              0.0005248
                     51,                0.84371,                0.56533,                 1.6517,                  0.967,                0.96051,                0.96266,                0.79506,                0.90133,                0.56836,                 1.6531,              0.0005149,              0.0005149,              0.0005149
                     52,                0.87465,                0.54687,                 1.6601,                0.96961,                0.95782,                0.96313,                0.80083,                0.88242,                0.55614,                 1.6793,               0.000505,               0.000505,               0.000505
                     53,                0.77788,                 0.5298,                  1.551,                0.96502,                0.95577,                0.95762,                 0.7694,                0.98993,                0.58926,                 1.8365,              0.0004951,              0.0004951,              0.0004951
                     54,                0.78459,                0.51919,                 1.5657,                0.96277,                0.95261,                0.96232,                0.81664,                0.83217,                0.53782,                 1.5809,              0.0004852,              0.0004852,              0.0004852
                     55,                0.75532,                0.51148,                 1.5262,                0.96762,                0.96209,                0.96704,                0.84167,                0.72484,                0.49605,                 1.5022,              0.0004753,              0.0004753,              0.0004753
                     56,                0.76814,                0.50916,                 1.5295,                0.96602,                0.95893,                0.96303,                0.82495,                 0.7731,                0.53084,                 1.5305,              0.0004654,              0.0004654,              0.0004654
                     57,                0.73204,                0.50732,                 1.5097,                0.96507,                0.96032,                 0.9677,                0.84829,                0.70407,                0.48868,                 1.4737,              0.0004555,              0.0004555,              0.0004555
                     58,                0.70858,                0.48922,                 1.4759,                0.96967,                0.95965,                0.96573,                0.83488,                0.75947,                0.48979,                 1.5314,              0.0004456,              0.0004456,              0.0004456
                     59,                 0.7481,                0.47729,                 1.5229,                0.96827,                0.96416,                0.96842,                0.82288,                 0.7868,                0.49078,                 1.5595,              0.0004357,              0.0004357,              0.0004357
                     60,                0.76512,                0.49255,                 1.5256,                0.96047,                0.95957,                0.96697,                0.82305,                0.77668,                  0.483,                 1.5581,              0.0004258,              0.0004258,              0.0004258
                     61,                0.76384,                 0.4774,                 1.5284,                0.95941,                0.94313,                0.96065,                0.79964,                0.88603,                0.62743,                 1.6486,              0.0004159,              0.0004159,              0.0004159
                     62,                0.73137,                0.48122,                 1.4902,                 0.9594,                0.96209,                0.96728,                0.84638,                0.70619,                0.46396,                 1.4584,               0.000406,               0.000406,               0.000406
                     63,                0.72051,                 0.4768,                 1.4714,                0.96804,                0.95712,                0.96948,                0.83496,                0.76353,                 0.4845,                 1.4885,              0.0003961,              0.0003961,              0.0003961
                     64,                0.70793,                0.47422,                 1.4661,                0.96631,                0.95419,                0.96622,                0.85529,                0.67801,                0.47073,                 1.4477,              0.0003862,              0.0003862,              0.0003862
                     65,                0.71437,                 0.4807,                 1.4794,                 0.9694,                0.95893,                0.96718,                0.84984,                  0.751,                0.50365,                 1.4978,              0.0003763,              0.0003763,              0.0003763
                     66,                0.70328,                0.47508,                 1.4611,                0.96673,                0.95735,                0.96526,                0.84393,                0.76598,                 0.4816,                 1.5375,              0.0003664,              0.0003664,              0.0003664
                     67,                0.70535,                 0.4679,                 1.4612,                0.97129,                0.96202,                0.96644,                0.84661,                0.69706,                0.45055,                 1.4552,              0.0003565,              0.0003565,              0.0003565
                     68,                0.67345,                0.45026,                 1.4286,                0.96664,                0.96119,                0.96615,                0.85532,                0.68793,                0.44943,                  1.445,              0.0003466,              0.0003466,              0.0003466
                     69,                0.69133,                0.44179,                  1.438,                0.96952,                0.95893,                0.97198,                0.80084,                 0.9056,                0.49266,                 1.6212,              0.0003367,              0.0003367,              0.0003367
                     70,                 0.7082,                 0.4521,                 1.4588,                0.96608,                0.96524,                0.96682,                0.85965,                0.65684,                0.43796,                 1.4101,              0.0003268,              0.0003268,              0.0003268
                     71,                0.67345,                0.44472,                  1.419,                0.96608,                0.96524,                 0.9705,                0.85388,                 0.7208,                0.44342,                 1.4939,              0.0003169,              0.0003169,              0.0003169
                     72,                0.67954,                0.45111,                 1.4377,                0.96631,                0.96367,                0.96646,                 0.8332,                0.73683,                0.49771,                 1.5187,               0.000307,               0.000307,               0.000307
                     73,                0.65407,                0.43106,                 1.4171,                0.97438,                0.96133,                0.97536,                0.85776,                0.65909,                0.43518,                 1.4096,              0.0002971,              0.0002971,              0.0002971
                     74,                0.63535,                0.42755,                 1.3897,                0.96979,                0.96365,                0.97164,                0.86762,                0.66466,                0.42947,                 1.4139,              0.0002872,              0.0002872,              0.0002872
                     75,                0.63877,                 0.4313,                 1.3967,                0.96685,                0.96051,                0.97037,                0.86884,                0.63789,                0.42027,                 1.3874,              0.0002773,              0.0002773,              0.0002773
                     76,                0.61316,                0.41813,                 1.3619,                0.96473,                0.96051,                0.97154,                0.87249,                 0.6136,                0.41572,                 1.3684,              0.0002674,              0.0002674,              0.0002674
                     77,                0.62331,                0.42664,                 1.3784,                0.96748,                0.96367,                0.97319,                0.85886,                0.66196,                0.41528,                 1.4268,              0.0002575,              0.0002575,              0.0002575
                     78,                0.62614,                0.42042,                 1.3715,                0.96916,                0.95261,                0.97274,                0.83853,                0.76678,                0.46923,                 1.5389,              0.0002476,              0.0002476,              0.0002476
                     79,                0.60558,                0.40522,                 1.3604,                0.96456,                0.95735,                0.97067,                0.87439,                0.60784,                 0.4123,                 1.3549,              0.0002377,              0.0002377,              0.0002377
                     80,                0.60597,                0.40354,                 1.3582,                0.96522,                0.96444,                0.97174,                0.87504,                0.60214,                0.41292,                 1.3488,              0.0002278,              0.0002278,              0.0002278
                     81,                0.59318,                0.39785,                 1.3425,                0.96983,                0.96497,                0.97302,                0.87755,                  0.585,                0.39221,                 1.3366,              0.0002179,              0.0002179,              0.0002179
                     82,                0.61252,                0.39781,                 1.3601,                0.96907,                0.95735,                 0.9765,                 0.8782,                0.58509,                0.38914,                 1.3364,               0.000208,               0.000208,               0.000208
                     83,                0.63185,                0.41025,                 1.3672,                0.96676,                0.96481,                0.97665,                0.88145,                0.61029,                0.38905,                   1.36,              0.0001981,              0.0001981,              0.0001981
                     84,                0.60031,                0.39412,                 1.3446,                0.96371,                0.96524,                0.97618,                 0.8663,                0.60537,                0.39405,                 1.3468,              0.0001882,              0.0001882,              0.0001882
                     85,                 0.5826,                0.38352,                 1.3344,                0.96819,                0.96051,                0.97185,                0.88224,                0.56891,                0.38502,                 1.3211,              0.0001783,              0.0001783,              0.0001783
                     86,                0.58994,                0.39475,                 1.3336,                0.96969,                0.96026,                0.97738,                0.88008,                0.59366,                0.39079,                 1.3287,              0.0001684,              0.0001684,              0.0001684
                     87,                0.56762,                0.37777,                 1.3201,                0.96658,                0.96209,                0.97604,                0.88697,                0.56012,                0.38634,                 1.3028,              0.0001585,              0.0001585,              0.0001585
                     88,                0.56481,                0.38086,                 1.3078,                0.96907,                0.96209,                0.98112,                0.89225,                 0.5592,                0.38323,                 1.3048,              0.0001486,              0.0001486,              0.0001486
                     89,                0.55931,                 0.3806,                 1.3097,                0.96901,                0.95419,                0.97724,                0.89592,                0.55093,                  0.376,                  1.302,              0.0001387,              0.0001387,              0.0001387
                     90,                0.55035,                0.37831,                 1.3011,                0.96358,                0.96132,                 0.9765,                0.89133,                0.54899,                0.38088,                 1.3025,              0.0001288,              0.0001288,              0.0001288
                     91,                0.55117,                0.37819,                 1.2979,                0.96576,                0.96209,                0.97531,                0.88821,                0.53815,                0.38392,                 1.2818,              0.0001189,              0.0001189,              0.0001189
                     92,                 0.5445,                 0.3749,                 1.2893,                0.96812,                 0.9594,                0.97756,                0.89733,                0.54868,                0.37334,                 1.2891,               0.000109,               0.000109,               0.000109
                     93,                0.53849,                0.37391,                  1.287,                0.96668,                0.96253,                0.97954,                0.89446,                0.53121,                 0.3608,                 1.2835,               9.91e-05,               9.91e-05,               9.91e-05
                     94,                0.54461,                0.37337,                 1.2931,                0.96682,                0.96673,                 0.9761,                0.89265,                0.55776,                0.36793,                 1.3031,               8.92e-05,               8.92e-05,               8.92e-05
                     95,                0.53585,                 0.3682,                 1.2776,                0.96553,                0.96209,                0.98073,                0.89585,                 0.5344,                0.36914,                 1.2811,               7.93e-05,               7.93e-05,               7.93e-05
                     96,                0.53658,                0.36469,                 1.2817,                0.97192,                0.96051,                0.97468,                0.89823,                0.52814,                 0.3639,                 1.2777,               6.94e-05,               6.94e-05,               6.94e-05
                     97,                0.53666,                0.35921,                 1.2881,                0.96438,                0.96209,                0.97286,                0.89465,                0.52692,                0.36404,                 1.2768,               5.95e-05,               5.95e-05,               5.95e-05
                     98,                0.53877,                0.36181,                 1.2811,                0.96977,                0.96298,                0.97603,                0.89735,                0.52406,                 0.3657,                 1.2736,               4.96e-05,               4.96e-05,               4.96e-05
                     99,                0.52864,                0.36221,                 1.2743,                0.96974,                0.96191,                0.97888,                0.89712,                0.51538,                0.35929,                 1.2638,               3.97e-05,               3.97e-05,               3.97e-05
                    100,                0.53544,                0.35711,                 1.2827,                0.97112,                0.95577,                0.97669,                0.89973,                0.51581,                0.35462,                 1.2666,               2.98e-05,               2.98e-05,               2.98e-05
